route_id,name,distance_km
399B,Achimota Station to Nima Overhead Station,5.323398288677946
400A,Nima Overhead Station to Alajo Station,2.6845860964132053
400B,Alajo Station to Nima Overhead Station,2.6845860964132053
401A,Nima Overhead Station to Israel Station,9.547017210985182
401B,Israel Station to Nima Overhead Station,9.547017210985182
402A,Nima Overhead Station to Awoshie Station,10.277575222299054
402B,Awoshie Station to Nima Overhead Station,10.277575222299054
403A,Nima Overhead Station to Accra CMB,3.7315206146257442
403B,Accra CMB to Nima Overhead Station,3.7315206146257442
404A,Nima Overhead Station to Dome Railway Crossing,8.411544501914186
404B,Dome Railway Crossing to Nima Overhead Station,8.411544501914186
405A,Nima Overhead Station to Abeka lapaz,6.0975538092725685
405B,Abeka lapaz to Nima Overhead Station,6.0975538092725685
406A,Nima Overhead Station to Mallam Station,10.111444635792353
406B,Mallam Station to Nima Overhead Station,10.111444635792353
408A,Nima Overhead Station to Amasaman,17.62748439683001
409A,Nima Overhead Station to Sowutuom Station,10.452866287451739
409B,Sowutuom Station to Nima Overhead Station,10.452866287451739
410A,Nima Overhead Station to Sukura Station,6.653807451976117
410B,Sukura Station to Nima Overhead Station,6.653807451976117
412A,Nima Overhead Station to Agbobloshie Station No. 2,4.033703808574908
412B,Agbobloshie Station to Nima Overhead Station,4.025722368972967
414A,Nima Overhead Station to Madina Station,10.966923871543113
414B,Madina Station to Nima Overhead Station,10.966923871543113
415A,Nima Overhead Station to Nyaho,4.65150076291632
415B,Nyaho to Nima Overhead Station,4.65150076291632
416A,New Tema Station to Cantonments Station,4.71386798417133
416B,416B,4.049325316767678
417A,Nima Overhead Station to Accra New Tema Station,3.657454981966851
417B,Accra New Tema Station to Nima Overhead Station,3.657454981966851
419A,Odorna Station to Agblezah Station,11.62745382936781
419B,Agblezah Station to Circle,11.390936435644642
420A,420A,3.9207456797824753
420B,420B,4.201125730861375
421A,Circle Near Las Palmas (PROTOA) to Ashiaman Station,23.349272889600407
421B,Ashiaman Station to Circle Odorna Station,23.146920486193224
422A,Circle to Adenta Station,15.942803376936363
422B,D to Circle Odorna Station,16.199245571065205
423A,Odorna Station to Nima Overhead Station,2.5952645917088613
423B,Nima Overhead Station to Odorna Station,2.5952645917088613
424A,Odorna Station to Nungua Station,15.74587587657579
424B,Nungua Station to Odorna Station,15.74587587657579
425A,Circle to Nungua Station,15.55291992791689
425B,Nungua Station to Circle Odorna Station,15.609933648329282
428A,Circle to Tsui Bleeo,11.793914208415517
428B,Tsui Bleeo to Circle Odorna Station,11.84546635426372
431A,Circle Odorna Station to Korle Bu Station,3.991755140751859
431B,Korle Bu Station to Circle Odorna Station,3.991755140751859
434A,Odorkor Station to Anyah Station,3.596886061960231
434B,Anyah Station to Odorkor Station,3.596886061960231
435A,435A,4.583456184393846
435B,Kasoa Station to Odorkor Station,18.434206391324807
436A,Odorkor Station to Official Town,1.679482080741615
436B,Official Town to Odorkor Station,1.679482080741615
437A,Odorkor Station to Sakaman,1.3106548186336247
437B,Sakaman to Odorkor Station,1.3106548186336247
438A,Odorkor Station to Accra New Tema Station,7.751666762021596
438B,Accra New Tema Station to Odorkor Station,7.751666762021596
441A,Okponglo Taxi Station to American House,2.9733842174099983
441B,American House to Okponglo Taxi Station,2.9733842174099983
442A,Okponglo Taxi Station to Bawalashie,1.120205003108388
442B,Bawalashie to Okponglo Taxi Station,1.120205003108388
443A,Okponglo Taxi Station to Christian,2.8669660782447424
443B,Christian to Okponglo Taxi Station,2.8669660782447424
444A,Opetekwei Station to Agbogbloshie Station,6.7254322024559094
444B,Agbogbloshie Station No. 2 to Opetekwei Station,6.530579493230966
445A,Opetekwei Station to Circle,7.9074060751983914
445B,Circle Odorna Station to Opetekwei Station,7.871873982287615
446A,Opetekwei Station to Kaneshie Mkt Cmplx,5.905914877879775
446B,Kaneshie Mkt Cmplx to Opetekwei Station,5.905914877879775
447A,Opetekwei Station to Accra New Tema Station,8.308030055975788
447B,Accra New Tema Station to Opetekwei Station,8.308030055975788
449A,449A,1.9274220925976573
449B,449B,0.4946940519783997
452A,Orgle Road Station to Kaneshie Mkt Cmplx,2.1811716307049034
452B,Kaneshie Mkt Cmplx to Orgle Road Station,2.1811716307049034
454A,Osu Blow Up to Circle Odorna Station,3.9987114721198753
454B,Circle to Osu Blow Up,3.926506121387196
455A,Osu Blow Up to Kaneshie Mkt Cmplx,5.8697950059023505
455B,Kaneshie Mkt Cmplx to Osu Blow Up,5.8697950059023505
456A,Osu Blow Up to Madina Station,13.737328060974622
456B,Madina Station to Osu Blow Up,13.737328060974622
458A,Pig Farm Station to Accra CMB,5.464734499550685
458B,Accra CMB to Pig Farm Station,5.464734499550685
463A,Accra Post Office to Mamprobi,3.898695511476501
463B,Mamprobi to Accra Post Office,3.898695511476501
467A,Rawlings Park to Blue Lagoon,7.7070136969246965
467B,Blue Lagoon to Rawlings Park,7.7070136969246965
468A,Rawlings Park to La Olympia Station,5.7159150468539215
468B,La Olympia Station to Rawlings Park,5.7159150468539215
469A,Rawlings Park to Nungua Station,15.526183557559417
469B,Nungua Station to Rawlings Park,15.526183557559417
470A,Rawlings Park to Osu Penta,3.606527426729235
470B,Osu Penta to Rawlings Park,3.606527426729235
472A,Salaga Station to Alhaji Station,4.285558867384979
472B,Alhaji Station to Salaga Station,4.285558867384979
473A,Salaga Station to Chemuna Station,4.759076505236621
473B,Chemuna Station to Salaga Station,4.759076505236621
474A,Salaga Station to Appiah Danquah,4.1187516319862025
474B,Appiah Danquah to Salaga Station,4.1187516319862025
476A,Salaga Station to Camara Station,5.033730452680986
476B,Camara Station to Salaga Station,5.033730452680986
480A,Shiabu to Agbogbloshie Station No. 2,5.026528570670486
480B,Agbogbloshie Station No. 2 to Shiabu,5.026528570670486
485A,Soko Station to Accra Post Office,4.759278077052222
485B,Accra Post Office to Soko Station,4.759278077052222
486A,486A,4.467092142434378
486B,486B,4.759278077052222
488A,Sukura Station to Arena Station,3.8144482520588907
488B,Arena Station to Zamrara Line,4.608988557112826
490A,Sukura Station to Nima Overhead Station,6.653807451976117
490B,Nima Overhead Station to Zamrara Line,7.413502220590089
492A,Kaneshie Mkt Cmplx to Tabora Alhaji Station,7.28791405958901
492B,Tabora Alhaji Station to Kaneshie Mkt Cmplx,7.28791405958901
520A,Accra New Tema Station to Camara Station,6.0798372735325374
520B,Camara Station to Accra New Tema Station,6.0798372735325374
521A,Accra New Tema Station to Chemuna Station,5.957762294287235
521B,Chemuna Station to Accra New Tema Station,5.957762294287235
522A,Accra New Tema Station to Sukura Station,5.353657833289946
522B,Sukura Station to Accra New Tema Station,5.353657833289946
523A,Accra New Tema Station to Trade Fair,6.357475976791167
523B,Trade Fair to Accra New Tema Station,6.357475976791167
524A,Accra New Tema Station to Banana Inn Taxi Station,6.379006485606336
524B,Banana Inn Station to Accra New Tema Station,6.075246508000088
535A,Zamrara Line to Agbogbloshie Station No. 2,4.158222902079274
535B,Agbogbloshie Station No. 2 to Zamrara Line,4.158222902079274
536A,Zamrara Line to Arena Station,4.608988557112826
536B,Arena Station to Zamrara Line,4.608988557112826
538A,Zamrara Line to Kaneshie Mkt Cmplx,2.9380980298751376
538B,Kaneshie Mkt Cmplx to Zamrara Line,2.9380980298751376
539A,Zamrara Line to Circle Odorna Station,5.0480381864625885
539B,Circle Odorna Station to Zamrara Line,5.0480381864625885
540A,Zongo Junction to Agege,3.922901949883458
540B,Agege to Zongo Junction,3.922901949883458
542A,Zongo Junction to Chorkor Station,3.492379925519356
542B,Chorkor Station to Zongo Junction,3.492379925519356
543A,Zongo Junction to Kasoa Station,20.445673599013553
543B,543B,18.782891407721912
544A,Zongo Junction to Korle Bu Station,2.3752760332671503
544B,Korle Bu Station to Zongo Junction,2.3752760332671503
990A,Circle to SSNIT Flat Station,6.378874540582953
994A,Rawlings Park to Chemuna Station,5.231174029786278
994B,Chemuna Station to Rawlings Park,5.231174029786278
995A,Accra New Tema Station to Zamrara Line,6.164381422814353
995B,Zamrara Line to Accra New Tema Station,6.164381422814353
996A,996A,3.2425896605935254
996B,Odorna Station to Maamobi-Nima Terminal,3.80145159943485
997A,Circle Odorna Station to Orgle Road Station,2.6586279921630322
997B,Circle Opps. Vodafone to UTC Station,0.46626011674966117
998A,Circle Overhead (Maame Dokono) to Ashaiman Station,23.88265150917078
998B,Ashaiman Station to Circle Overhead Station,24.319992585529214
999A,Abeka lapaz to Sowutuom Station,4.360529198582999
999B,Sowutuom Station to Abeka lapaz,4.360529198582999
